caminho_imagem,texto_busca
images/2180356743_b3a3c9a7f6.jpg,A boy standing and watching a group of people on a basketball court .
images/1505686764_9e3bcd854a.jpg,a man in red shorts is walking along rocks by a river carrying a stick .
images/2751602672_ca5e1f6447.jpg,A bald man demonstarting how high his brown and black dog can jump .
images/3713882697_6dd30c7505.jpg,"A fat woman wearing a blue tank top and a backpack , eating a chili cheese dog"
images/3498423815_5b8fc097f4.jpg,A boy begins to ride a bike as a man holds the back of it .
images/386656845_4e77c3e3da.jpg,A black dog and a brown dog are standing next to each other in the snow .
images/3106791484_13e18c33d8.jpg,A blond child is jumping facefirst onto a bed .
images/94232465_a135df2711.jpg,A lady ice skates while pulling a child in a buggy .
images/1456393634_74022d9056.jpg,A boy doing a handstand on the beach .
images/391020801_aaaae1e42b.jpg,A man gesticulates .
images/750196276_c3258c6f1b.jpg,A boy runs near some steps .
images/511844627_0ec78e01e9.jpg,A man skis on a snowy mountain .
images/978580450_e862715aba.jpg,A blonde child swims .
images/3164347907_2813f8ff0b.jpg,Man and woman use telephot lenses by a winter road .
images/3275527950_41aca690a1.jpg,People picking in a marsh .
images/3660361818_e05367693f.jpg,A skateboarder flies through the air over the staircase of a sleek contemporary building .
images/1457762320_7fe121b285.jpg,A group of bicyclists getting ready for a ride .
images/247097023_e656d5854d.jpg,A man in a dark shirt and shorts is standing on top of a high graffitied rock .
images/418796494_bdb441de42.jpg,A dachshund puppy jumps on a bed .
images/3475092236_cf45d383c7.jpg,A group of people are looking and taking photos of something off camera .
images/2300168895_a9b83e16fc.jpg,A brown dog laying in the grass with a white chew toy .
images/873633312_a756d8b381.jpg,"A boy in a life jacket jumps onto something yellow , out of frame ."
images/3195040792_a03954a19f.jpg,Three dogs are running down a snow covered hill .
images/2695085448_a11833df95.jpg,A woman in a black dress crouching in front of a brick wall talking on a cellphone .
images/2752230113_b5dab6f0f1.jpg,A casual family stroll by the water .
images/3583065748_7d149a865c.jpg,A black and a black dog are running .
images/3565654691_22b97d3994.jpg,A man admires a rock formation on the water .
images/2698666984_13e17236ae.jpg,A loan runner participates in a race in the rain .
images/1814086703_33390d5fc7.jpg,A dog looks behind itself .
images/2671602981_4edde92658.jpg,A little girl in a bathing suit leaps up in the water .
images/136644885_f7d2bbf546.jpg,A group of people walking across a rope bridge .
images/2326730558_75c20e5033.jpg,A beige dog and brown dog in the snow .
images/2332540384_4cf26406a9.jpg,A man with an Afro is skating on a vert ramp
images/3412822878_5d961492e5.jpg,A boy performs a skateboarding trick down a set of stairs .
images/410413536_11f1127c46.jpg,A man kneels on a dock while a dog jumps in the water next to him .
images/1420060118_aed262d606.jpg,A child dressed as a ninja is jumping through the air under a large tree .
images/3317333893_9d0faa8d30.jpg,A black dog circumvents a wooden fence in a snowy yard .
images/2371809188_b805497cba.jpg,A boy climbs an indoor rock climbing wall .
images/2870875612_2cbb9e4a3c.jpg,A dog swimming along the ocean with a bark in its mouth .
images/2089542487_b4c1ee7025.jpg,A hiker is ready to take on a rugged outdoor trail .
images/268704620_8a8cef4cb3.jpg,Two little white dogs are playing in the snow .
images/3170802797_3c851bb475.jpg,A man wearing a green jacket and hat is snowboarding .
images/1999444757_1b92efb590.jpg,A girl in white is swinging a sword .
images/2275372714_017c269742.jpg,A group of boys pouring soda into a white plastic bucket while a man pumps a bicycle pump .
images/1445754124_647168f211.jpg,A black and white dog climbs a leaning tree trunk .
images/2170222061_e8bce4a32d.jpg,A dog biting the tail of a cow .
images/268654674_d29e00b3d0.jpg,a family crossing a bridge
images/2230067846_74046b89d3.jpg,Children stretch outside .
images/3639684919_cb6fbf5638.jpg,A bride in a white dress is holding a purple bouquet whilst standing next to her groom .
images/3294964868_16f4f9fa9d.jpg,A guy snowboarding down a hill .
images/3159995270_17334ccb5b.jpg,A female skier in a green with pink flowers hat skiing .
images/472396131_6e97068d93.jpg,A puppy catching a bird
images/2976946039_fb9147908d.jpg,A group of people surf on a very large wave .
images/3304712466_18cbdb85fe.jpg,Bicycle racers being cheered on by some people .
images/525538142_7348f0bce7.jpg,"The two boys , one in orange the other in teal , wrestle in the sand ."
images/2894217628_f1a4153dca.jpg,"A holder and kicker for a football team dressed in orange , white and black play while onlookers behind them watch ."
images/380041023_0dfd712ef1.jpg,A brown and black dog runs through the leaves .
images/2596100297_372bd0f739.jpg,Two boys playing in the surf on the beach .
images/2301379282_5fbcf230d1.jpg,A child smiling as they are being thrown in the air by an adult .
images/3665179773_dd217416fc.jpg,A blonde girl in white has her arms around a girl in a helmet .
images/3636418958_f038130bb2.jpg,A girl in hot pink leotard is leaping through the air .
images/3638631362_af29bbff01.jpg,"A man holding up a big , yellow tent ."
images/3477315700_52a4d740a5.jpg,A little girl in a harness is in midair on a sunny day .
images/3081182021_22cfa18dd4.jpg,A biker does a trick on a ramp .
images/426065353_e9a604a01f.jpg,A couple guys taking body shots off of a girl
images/2874984466_1aafec2c9f.jpg,A black and white dog is playing with a sheep in a field .
images/3052196390_c59dd24ca8.jpg,a group of children playing in a sprinkler
images/3150252702_828a570d46.jpg,A person riding a snowboard goes over a snowy ramp .
images/386655611_1329495f97.jpg,A black dog carries a huge stick in its mouth .
images/3042173467_14394234da.jpg,Two girls in backless dresses .
images/3036641436_d6594fc45f.jpg,A boy sits between two girls on a swing .
images/414568315_5adcfc23c0.jpg,A girl with a pink headband and blue shirt is drumming on blue plastic and metal bowls with chopsticks .
images/2543679402_9359e1ee4e.jpg,A black man with gray hair half sitting half laying on a street floor .
images/2198511848_311d8a8c2f.jpg,A man jumps off a ramp on a snowboard .
images/2968216482_ede65b20a8.jpg,A biker patiently waits as his friend bikes ahead of him .
images/2436081047_bca044c1d3.jpg,A girl dismounts from a swing as high as she can and lands on the rubber tiles below .
images/3542425197_2ef81c6051.jpg,A man with an electric guitar and long hair leans towards another musician .
images/3309042087_ee96d94b8a.jpg,a lone snowboarder jumping on the side of a snowy mountain .
images/405534993_5158644f98.jpg,A rock climber .
images/3594822096_e1144b85d6.jpg,A biker moving quickly past trees .
images/3286193613_fc046e8016.jpg,A brown dog bares its fangs .
images/472535997_0dbf42b9f3.jpg,two african toddlers dressed in pink are playing in a sparsely decorated kitchen .
images/256292144_b53aadae27.jpg,A brown and white dog is running across the grass .
images/3157622277_9f59b4f62f.jpg,A fight breaks out at a hockey game .
images/2603125422_659391f961.jpg,A car is parked in a graffiti filled street .
images/661757041_61e131e913.jpg,A little dog is attempting to catch a red ball .
images/3670907052_c827593564.jpg,A BMX rider in a red and black outfit is jumping on his motorcycle .
images/2278766574_f71f1704a8.jpg,A youn woman on a man 's back walking down a cement path with another couple behind them holding hands .
images/3182570190_48214e54c7.jpg,A giant billboard of a man 's abs
images/3217266166_4e0091860b.jpg,Children play with large hoops .
images/533713001_2d36e93509.jpg,A group of older people are sitting outside under their marine-life-themed umbrella .
images/172097783_292c5413d8.jpg,A boy is wakeboarding on a lake with one hand .
images/3539767254_c598b8e6c7.jpg,A gondola is steered through the canals with other boats around .
images/69710411_2cf537f61f.jpg,A group of people are sitting around a campfire at night .
images/2894576909_99c85fd7a7.jpg,A kayaker crashes against the force of the wave .
images/3522000960_47415c3890.jpg,A guy catches a wave on his surfboard
images/2673564214_3a9598804f.jpg,A young boy poses behind the netting of an enclosed play area while three other children play .
images/864290968_eccb46d5ab.jpg,A bearded man sits at a bus window .
images/2923475135_a6b6e13d26.jpg,A brown horse with a rider sitting on him is jumping over a blue barrier
images/1785138090_76a56aaabc.jpg,A female walking wearing a string bikini towards a man in a striped shirt .
images/3351357065_a6a9b3d485.jpg,A climber on a snowy mountain
images/3286045254_696c6b15bd.jpg,A basketball player concentrating on keeping the ball from other players .
images/2529205842_bdcb49d65b.jpg,Basketball player has fallen on the court while another grabs at the ball from out of frame .
images/3076052114_233f42ae5b.jpg,"Two black , brown and white dogs run along the countryside with white sheep in the background ."
images/2933637854_984614e18b.jpg,a football player wearing an orange jersey holding a football
images/3263497678_8bb688ca01.jpg,The 2 runners are ready for the track .
images/2217728745_92b6779016.jpg,A bald headed man is standing by the beer pumps at the bar .
images/3677318686_b018862bb7.jpg,A boy in a park playing with two orange balls .
images/3126752627_dc2d6674da.jpg,A basketball player shooting while another player is trying to block his shot .
images/405537503_f66ecc5073.jpg,A blond climber with a white shirt is scaling a stone cliff .
images/3004287781_c041c09c16.jpg,a group of people making excited expressions with their hands
images/2991994607_06f24ec7a6.jpg,A man in a uniform costume stands next to a man in a horro costume .
images/58363930_0544844edd.jpg,A hiker treks up the snowy mountain .
images/3599442049_e448c7c9b2.jpg,A boy punching with a spray of snow .
images/3381788544_2c50e139dd.jpg,A group of Asian girls are standing together .
images/1400424834_1c76e700c4.jpg,A lady dressed in shades of black waits on the sidewalk for a train .
images/494221578_027f51cdf4.jpg,A girl in a pink jacket is going headfirst down a red slide .
images/3069786374_804e1123ac.jpg,a cheerleading squad performing in front of an audience
images/1273001772_1585562051.jpg,About 12 kids and a few adults get splashed by an off camera source .
images/2437266971_b91a8f9a00.jpg,A man hands out fliers while wearing a mask .
images/539705321_99406e5820.jpg,A kid in red falls as he struggles with a kid in white to get to a soccer ball .
images/3426962078_13e87e10de.jpg,A few people standing around and a couple hugging .
images/652542470_60e858da64.jpg,A girl prepares herself for the swim meet .
images/2046222127_a6f300e202.jpg,A man in a neon-colored vest holding up a section of wood
images/624058168_f1c5e87e59.jpg,A black and white dog jumping into the air .
images/3348384389_73b6647017.jpg,A brown and white dog with a pink collar is barking at a brown dog with a blue collar in the snow .
images/2848895544_6d06210e9d.jpg,A small boy holding a soccer ball for another boy to kick .
images/1042590306_95dea0916c.jpg,A man and woman pose for the camera while another man looks on .
images/3627076769_3b71e73018.jpg,A blond and a red haired woman sitting and having a drink together .
images/3084018061_df66d98325.jpg,"Five people are sitting in a bar , while a tv plays nearby ."
images/3485486737_953f9d3be2.jpg,A man in the back of a van takes a picture of a yellow truck .
images/535309053_ec737abde8.jpg,A campsite has been established amidst the trees and bushes .
images/733752482_ee01a419e5.jpg,a brown and white dog is running on the grass .
images/2273871383_1ddb3562ea.jpg,An elderly man standing near a younger man .
